name,official_name,state,country,population,pop_year,tier,type,geoid,lat,lon,coord_source
Wichita,Wichita city,KS,US,400991,2024,1,incorporated place,2079000,37.690638,-97.345836,census_gazetteer
Cleveland,Cleveland city,OH,US,365379,2024,1,incorporated place,3916000,41.478462,-81.679435,census_gazetteer
New Orleans,New Orleans city,LA,US,362701,2024,1,incorporated place,2255000,30.05342,-89.934502,census_gazetteer
Henderson,Henderson city,NV,US,350039,2024,1,incorporated place,3231900,36.008958,-115.0268,census_gazetteer
Urban Honolulu,Urban Honolulu CDP,HI,US,344967,2024,1,incorporated place,1571550,21.324347,-157.84764,census_gazetteer
Anaheim,Anaheim city,CA,US,344561,2024,1,incorporated place,0602000,33.855502,-117.758657,census_gazetteer
San Juan,San Juan Municipio,PR,US,342259,2020,1,municipio,,18.422249,-66.069081,census_gazetteer
Markham,Markham,ON,CA,338503,2021,1,census subdivision,3519036,43.86682,-79.2663,census_gazetteer
Orlando,Orlando city,FL,US,334854,2024,1,incorporated place,1253000,28.40865,-81.254805,census_gazetteer
Lexington-Fayette urban county,Lexington-Fayette urban county,KY,US,329437,2024,1,incorporated place,2146027,38.040678,-84.458272,census_gazetteer
Stockton,Stockton city,CA,US,324975,2024,1,incorporated place,0675000,37.976553,-121.308598,census_gazetteer
Riverside,Riverside city,CA,US,323757,2024,1,incorporated place,0662000,33.938143,-117.393168,census_gazetteer
Vaughan,Vaughan,ON,CA,323103,2021,1,census subdivision,3519028,43.8361,-79.49827,census_gazetteer
Irvine,Irvine city,CA,US,318683,2024,1,incorporated place,0636770,33.678399,-117.771254,census_gazetteer
Corpus Christi,Corpus Christi city,TX,US,317317,2024,1,incorporated place,4817000,27.754252,-97.173385,census_gazetteer
Newark,Newark city,NJ,US,317303,2024,1,incorporated place,3451000,40.72422,-74.172574,census_gazetteer
Santa Ana,Santa Ana city,CA,US,316184,2024,1,incorporated place,0669000,33.736332,-117.8829,census_gazetteer
Cincinnati,Cincinnati city,OH,US,314915,2024,1,incorporated place,3915000,39.140183,-84.505829,census_gazetteer
Pittsburgh,Pittsburgh city,PA,US,307668,2024,1,incorporated place,4261000,40.439936,-79.975676,census_gazetteer
St. Paul,St. Paul city,MN,US,307465,2024,1,incorporated place,2758000,44.948901,-93.104063,census_gazetteer
Greensboro,Greensboro city,NC,US,307381,2024,1,incorporated place,3728000,36.09485,-79.823624,census_gazetteer
Jersey City,Jersey City city,NJ,US,302824,2024,1,incorporated place,3436000,40.711417,-74.06476,census_gazetteer
Durham,Durham city,NC,US,301870,2024,1,incorporated place,3719000,35.977928,-78.898109,census_gazetteer
Lincoln,Lincoln city,NE,US,300619,2024,1,incorporated place,3128000,40.810284,-96.674856,census_gazetteer
North Las Vegas,North Las Vegas city,NV,US,294034,2024,1,incorporated place,3251800,36.289865,-115.089181,census_gazetteer
Plano,Plano city,TX,US,293286,2024,1,incorporated place,4858016,33.050769,-96.747944,census_gazetteer
Gatineau,Gatineau,QC,CA,291041,2021,1,census subdivision,2481017,45.47723,-75.70164,census_gazetteer
Anchorage,Anchorage municipality,AK,US,289600,2024,1,incorporated place,0203000,61.17425,-149.284329,census_gazetteer
Gilbert,Gilbert town,AZ,US,288790,2024,1,incorporated place,0427400,33.310345,-111.743121,census_gazetteer
Madison,Madison city,WI,US,285300,2024,1,incorporated place,5548000,43.087815,-89.429856,census_gazetteer
Reno,Reno city,NV,US,281714,2024,1,incorporated place,3260600,39.549097,-119.849907,census_gazetteer
Chandler,Chandler city,AZ,US,281231,2024,1,incorporated place,0412000,33.282765,-111.851819,census_gazetteer
St. Louis,St. Louis city,MO,US,279695,2024,1,incorporated place,2965000,38.635699,-90.244582,census_gazetteer
Chula Vista,Chula Vista city,CA,US,278546,2024,1,incorporated place,0613392,32.62767,-117.01517,census_gazetteer
Buffalo,Buffalo city,NY,US,276617,2024,1,incorporated place,3611000,42.892492,-78.859686,census_gazetteer
Fort Wayne,Fort Wayne city,IN,US,273203,2024,1,incorporated place,1825000,41.088193,-85.142791,census_gazetteer
Lubbock,Lubbock city,TX,US,272086,2024,1,incorporated place,4845000,33.561901,-101.888883,census_gazetteer
St. Petersburg,St. Petersburg city,FL,US,267102,2024,1,incorporated place,1263000,27.762727,-82.644131,census_gazetteer
Saskatoon,Saskatoon,SK,CA,266141,2021,1,census subdivision,4711066,52.13238,-106.66892,census_gazetteer
Toledo,Toledo city,OH,US,265638,2024,1,incorporated place,3977000,41.664071,-83.581861,census_gazetteer
Laredo,Laredo city,TX,US,261260,2024,1,incorporated place,4841464,27.560379,-99.489181,census_gazetteer
Port St. Lucie,Port St. Lucie city,FL,US,258575,2024,1,incorporated place,1258715,27.280554,-80.388261,census_gazetteer
Glendale,Glendale city,AZ,US,258143,2024,1,incorporated place,0427820,33.533111,-112.189901,census_gazetteer
Irving,Irving city,TX,US,258060,2024,1,incorporated place,4837000,32.857748,-96.970022,census_gazetteer
Kitchener,Kitchener,ON,CA,256885,2021,1,census subdivision,3530013,43.42537,-80.5112,census_gazetteer
Winston-Salem,Winston-Salem city,NC,US,255769,2024,1,incorporated place,3775000,36.102863,-80.260829,census_gazetteer
Chesapeake,Chesapeake city,VA,US,254997,2024,1,incorporated place,5116000,36.679376,-76.301788,census_gazetteer
Longueuil,Longueuil,QC,CA,254483,2021,1,census subdivision,2458227,45.5152,-73.46818,census_gazetteer
Garland,Garland city,TX,US,250431,2024,1,incorporated place,4829000,32.909826,-96.630334,census_gazetteer
Burnaby,Burnaby,BC,CA,249125,2021,1,census subdivision,5915025,49.26636,-122.95263,census_gazetteer
Scottsdale,Scottsdale city,AZ,US,246170,2024,1,incorporated place,0465000,33.684272,-111.861448,census_gazetteer
Boise City,Boise City city,ID,US,237963,2024,1,incorporated place,1608830,43.599335,-116.229817,census_gazetteer
Hialeah,Hialeah city,FL,US,235388,2024,1,incorporated place,1230000,25.869941,-80.302865,census_gazetteer
Frisco,Frisco city,TX,US,235208,2024,1,incorporated place,4827684,33.155427,-96.822596,census_gazetteer
Richmond,Richmond city,VA,US,233655,2024,1,incorporated place,5167000,37.531399,-77.476009,census_gazetteer
Cape Coral,Cape Coral city,FL,US,233025,2024,1,incorporated place,1210275,26.643192,-81.997364,census_gazetteer
Norfolk,Norfolk city,VA,US,231105,2024,1,incorporated place,5157000,36.923015,-76.244641,census_gazetteer
Spokane,Spokane city,WA,US,230609,2024,1,incorporated place,5367000,47.666935,-117.433322,census_gazetteer
Huntsville,Huntsville city,AL,US,230402,2024,1,incorporated place,0137000,34.69772,-86.67667,census_gazetteer
Windsor,Windsor,ON,CA,229660,2021,1,census subdivision,3537039,42.30008,-83.01654,census_gazetteer
Santa Clarita,Santa Clarita city,CA,US,229159,2024,1,incorporated place,0669088,34.416504,-118.500693,census_gazetteer
Tacoma,Tacoma city,WA,US,228202,2024,1,incorporated place,5370000,47.252199,-122.459832,census_gazetteer
Fremont,Fremont city,CA,US,228192,2024,1,incorporated place,0626000,37.49446,-121.94115,census_gazetteer
McKinney,McKinney city,TX,US,227526,2024,1,incorporated place,4845744,33.201125,-96.664161,census_gazetteer
Regina,Regina,SK,CA,226404,2021,1,census subdivision,4706027,50.45008,-104.6178,census_gazetteer
San Bernardino,San Bernardino city,CA,US,224775,2024,1,incorporated place,0665000,34.14114,-117.294635,census_gazetteer
Baton Rouge,Baton Rouge city,LA,US,220907,2024,1,incorporated place,2205000,30.440443,-91.133166,census_gazetteer
Modesto,Modesto city,CA,US,220592,2024,1,incorporated place,0648354,37.637533,-121.003049,census_gazetteer
Fontana,Fontana city,CA,US,218455,2024,1,incorporated place,0624680,34.109686,-117.462888,census_gazetteer
Salt Lake City,Salt Lake City city,UT,US,217783,2024,1,incorporated place,4967000,40.776928,-111.930991,census_gazetteer
Moreno Valley,Moreno Valley city,CA,US,213919,2024,1,incorporated place,0649270,33.923253,-117.205685,census_gazetteer
Oakville,Oakville,ON,CA,213759,2021,1,census subdivision,3524001,43.45011,-79.68292,census_gazetteer
Des Moines,Des Moines city,IA,US,213096,2024,1,incorporated place,1921000,41.57259,-93.610243,census_gazetteer
Worcester,Worcester city,MA,US,211286,2024,1,incorporated place,2582000,42.269478,-71.807783,census_gazetteer
Yonkers,Yonkers city,NY,US,211040,2024,1,incorporated place,3684000,40.945862,-73.867446,census_gazetteer
Richmond,Richmond,BC,CA,209937,2021,1,census subdivision,5915015,49.17003,-123.13683,census_gazetteer
Fayetteville,Fayetteville city,NC,US,209496,2024,1,incorporated place,3722920,35.082766,-78.973515,census_gazetteer
Sioux Falls,Sioux Falls city,SD,US,209289,2024,1,incorporated place,4659020,43.540696,-96.731962,census_gazetteer
Grand Prairie,Grand Prairie city,TX,US,207331,2024,1,incorporated place,4830464,32.686108,-97.020804,census_gazetteer
Rochester,Rochester city,NY,US,207282,2024,1,incorporated place,3663000,43.169927,-77.616891,census_gazetteer
Tallahassee,Tallahassee city,FL,US,205089,2024,1,incorporated place,1270600,30.453529,-84.252272,census_gazetteer
Little Rock,Little Rock city,AR,US,204774,2024,1,incorporated place,0541000,34.725393,-92.358556,census_gazetteer
Amarillo,Amarillo city,TX,US,203729,2024,1,incorporated place,4803000,35.198064,-101.833107,census_gazetteer
Overland Park,Overland Park city,KS,US,202893,2024,1,incorporated place,2053775,38.889042,-94.690584,census_gazetteer
Richmond Hill,Richmond Hill,ON,CA,202022,2021,1,census subdivision,3519038,43.87111,-79.43725,census_gazetteer
Columbus,Columbus city,GA,US,201830,2024,1,incorporated place,1319000,32.510191,-84.874946,census_gazetteer
Augusta,Augusta-Richmond County consolidated government (balance),GA,US,201737,2024,1,consolidated city (balance),1304204,33.365531,-82.073422,census_gazetteer
Mobile,Mobile city,AL,US,201367,2024,1,incorporated place,0150000,30.668246,-88.107853,census_gazetteer
Oxnard,Oxnard city,CA,US,200616,2024,1,incorporated place,0654652,34.199436,-119.207515,census_gazetteer
Grand Rapids,Grand Rapids city,MI,US,200117,2024,1,incorporated place,2634000,42.961156,-85.65557,census_gazetteer
Peoria,Peoria city,AZ,US,199924,2024,1,incorporated place,0454050,33.786186,-112.308042,census_gazetteer
Vancouver,Vancouver city,WA,US,198992,2024,1,incorporated place,5374060,45.637156,-122.596567,census_gazetteer
Knoxville,Knoxville city,TN,US,198722,2024,1,incorporated place,4740000,35.97068,-83.94927,census_gazetteer
Birmingham,Birmingham city,AL,US,196357,2024,1,incorporated place,0107000,33.527174,-86.797036,census_gazetteer
Montgomery,Montgomery city,AL,US,195818,2024,1,incorporated place,0151000,32.348503,-86.267307,census_gazetteer
Providence,Providence city,RI,US,194706,2024,1,incorporated place,4459000,41.823056,-71.418784,census_gazetteer
Huntington Beach,Huntington Beach city,CA,US,193151,2024,1,incorporated place,0636000,33.698007,-118.003834,census_gazetteer
Brownsville,Brownsville city,TX,US,191967,2024,1,incorporated place,4810768,25.995689,-97.450848,census_gazetteer
Chattanooga,Chattanooga city,TN,US,191496,2024,1,incorporated place,4714000,35.065958,-85.248386,census_gazetteer
Fort Lauderdale,Fort Lauderdale city,FL,US,190641,2024,1,incorporated place,1224000,26.141227,-80.146731,census_gazetteer
Tempe,Tempe city,AZ,US,190114,2024,1,incorporated place,0473000,33.388414,-111.931782,census_gazetteer
Akron,Akron city,OH,US,189664,2024,1,incorporated place,3901000,41.080456,-81.521429,census_gazetteer
Glendale,Glendale city,CA,US,187823,2024,1,incorporated place,0630000,34.181393,-118.24583,census_gazetteer
Burlington,Burlington,ON,CA,186948,2021,1,census subdivision,3524002,43.38621,-79.83713,census_gazetteer
Clarksville,Clarksville city,TN,US,185690,2024,1,incorporated place,4715160,36.56643,-87.345216,census_gazetteer
Ontario,Ontario city,CA,US,185285,2024,1,incorporated place,0653896,34.037648,-117.604433,census_gazetteer
Bayamón,Bayamón Municipio,PR,US,185187,2020,1,municipio,,18.34942,-66.168626,census_gazetteer
Newport News,Newport News city,VA,US,183056,2024,1,incorporated place,5156000,37.076136,-76.52198,census_gazetteer
Elk Grove,Elk Grove city,CA,US,182797,2024,1,incorporated place,0622020,38.414621,-121.384961,census_gazetteer
Cary,Cary town,NC,US,182659,2024,1,incorporated place,3710740,35.781302,-78.823444,census_gazetteer
Aurora,Aurora city,IL,US,180710,2024,1,incorporated place,1703012,41.763455,-88.290099,census_gazetteer
Salem,Salem city,OR,US,180406,2024,1,incorporated place,4164900,44.9239,-123.023007,census_gazetteer
Pembroke Pines,Pembroke Pines city,FL,US,179326,2024,1,incorporated place,1255775,26.014716,-80.340171,census_gazetteer
Eugene,Eugene city,OR,US,178786,2024,1,incorporated place,4123850,44.056848,-123.119019,census_gazetteer
Santa Rosa,Santa Rosa city,CA,US,177524,2024,1,incorporated place,0670098,38.445824,-122.706181,census_gazetteer
Rancho Cucamonga,Rancho Cucamonga city,CA,US,176675,2024,1,incorporated place,0659451,34.130306,-117.566067,census_gazetteer
Shreveport,Shreveport city,LA,US,176578,2024,1,incorporated place,2270000,32.466879,-93.792193,census_gazetteer
Oshawa,Oshawa,ON,CA,175383,2021,1,census subdivision,3518013,43.90012,-78.84957,census_gazetteer
Sherbrooke,Sherbrooke,QC,CA,172950,2021,1,census subdivision,2443027,45.40008,-71.89908,census_gazetteer
Garden Grove,Garden Grove city,CA,US,172361,2024,1,incorporated place,0629000,33.778782,-117.960472,census_gazetteer
Oceanside,Oceanside city,CA,US,170941,2024,1,incorporated place,0653322,33.224601,-117.306291,census_gazetteer
Fort Collins,Fort Collins city,CO,US,170924,2024,1,incorporated place,0827425,40.548216,-105.064833,census_gazetteer
Springfield,Springfield city,MO,US,170596,2024,1,incorporated place,2970000,37.194157,-93.292642,census_gazetteer
Murfreesboro,Murfreesboro city,TN,US,168387,2024,1,incorporated place,4751560,35.853915,-86.421224,census_gazetteer
Surprise,Surprise city,AZ,US,167564,2024,1,incorporated place,0471510,33.670801,-112.452546,census_gazetteer
Lancaster,Lancaster city,CA,US,167426,2024,1,incorporated place,0640130,34.693558,-118.175305,census_gazetteer
Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,ON,CA,166004,2021,1,census subdivision,3553005,46.49,-80.99001,geonames
Denton,Denton city,TX,US,165998,2024,1,incorporated place,4819972,33.217449,-97.141346,census_gazetteer
Roseville,Roseville city,CA,US,163304,2024,1,incorporated place,0662938,38.770296,-121.319634,census_gazetteer
Palmdale,Palmdale city,CA,US,162536,2024,1,incorporated place,0655156,34.591038,-118.105403,census_gazetteer
Corona,Corona city,CA,US,161540,2024,1,incorporated place,0616350,33.861969,-117.565495,census_gazetteer
Salinas,Salinas city,CA,US,160783,2024,1,incorporated place,0664224,36.690217,-121.633793,census_gazetteer
Killeen,Killeen city,TX,US,160616,2024,1,incorporated place,4839148,31.077669,-97.731952,census_gazetteer
Paterson,Paterson city,NJ,US,160463,2024,1,incorporated place,3457000,40.914766,-74.162829,census_gazetteer
Alexandria,Alexandria city,VA,US,159102,2024,1,incorporated place,5101000,38.819251,-77.08367,census_gazetteer
Hollywood,Hollywood city,FL,US,159073,2024,1,incorporated place,1232000,26.030967,-80.164609,census_gazetteer
Hayward,Hayward city,CA,US,158440,2024,1,incorporated place,0633000,37.626826,-122.104015,census_gazetteer
Charleston,Charleston city,SC,US,157665,2024,1,incorporated place,4513330,32.828017,-79.972896,census_gazetteer
Macon,Macon-Bibb County,GA,US,157056,2024,1,incorporated place,1349008,32.80899,-83.69406,census_gazetteer
Lakewood,Lakewood city,CO,US,156868,2024,1,incorporated place,0843000,39.698939,-105.117573,census_gazetteer
Sunnyvale,Sunnyvale city,CA,US,156792,2024,1,incorporated place,0677000,37.385797,-122.026316,census_gazetteer
Kansas City,Kansas City city,KS,US,156752,2024,1,incorporated place,2036000,39.122539,-94.741781,census_gazetteer
Springfield,Springfield city,MA,US,154888,2024,1,incorporated place,2567000,42.115454,-72.539978,census_gazetteer
Carolina,Carolina Municipio,PR,US,154815,2020,1,municipio,,18.396776,-65.968778,census_gazetteer
Bellevue,Bellevue city,WA,US,154377,2024,1,incorporated place,5305210,47.597837,-122.15648,census_gazetteer
Abbotsford,Abbotsford,BC,CA,153524,2021,1,census subdivision,5909052,49.05798,-122.25257,census_gazetteer
Naperville,Naperville city,IL,US,153124,2024,1,incorporated place,1751622,41.749173,-88.162019,census_gazetteer
Joliet,Joliet city,IL,US,151837,2024,1,incorporated place,1738570,41.516866,-88.147963,census_gazetteer
Bridgeport,Bridgeport city,CT,US,151599,2024,1,incorporated place,0908000,41.187393,-73.195757,census_gazetteer
Mesquite,Mesquite city,TX,US,150140,2024,1,incorporated place,4847892,32.75955,-96.584164,census_gazetteer
Lévis,Lévis,QC,CA,149683,2021,1,census subdivision,2425213,46.80326,-71.17793,census_gazetteer
Pasadena,Pasadena city,TX,US,149617,2024,1,incorporated place,4856000,29.654996,-95.151055,census_gazetteer
Olathe,Olathe city,KS,US,149035,2024,1,incorporated place,2052575,38.882031,-94.820054,census_gazetteer
Escondido,Escondido city,CA,US,148847,2024,1,incorporated place,0622804,33.133053,-117.074043,census_gazetteer
Savannah,Savannah city,GA,US,148808,2024,1,incorporated place,1369000,32.018043,-81.196492,census_gazetteer
McAllen,McAllen city,TX,US,148782,2024,1,incorporated place,4845384,26.224966,-98.246083,census_gazetteer
